x,y,u,v,mag
215481.203,9080180.930,-0.00766,0.10749,0.10776
215331.151,9080541.800,-0.00605,0.10848,0.10865
215503.568,9080755.360,-0.00850,0.10905,0.10939
215823.165,9080743.500,-0.01266,0.11302,0.11372
215829.769,9081064.917,-0.01502,0.11595,0.11692
216029.881,9081288.533,-0.01597,0.11623,0.11733
216362.568,9081176.950,-0.01810,0.10968,0.11117
216632.113,9081411.770,-0.01804,0.11043,0.11189
216963.897,9081246.180,-0.01894,0.11165,0.11325
217250.727,9081433.193,-0.02343,0.11703,0.11935
217537.965,9081266.450,-0.02516,0.10714,0.11005
217804.934,9081474.303,-0.02635,0.10682,0.11002
218072.771,9081329.420,-0.02638,0.10295,0.10627
218327.306,9081561.953,-0.02764,0.10225,0.10592
218599.596,9081421.760,-0.02703,0.09982,0.10341
218873.046,9081616.813,-0.02803,0.09720,0.10116
218873.480,9081946.500,-0.02874,0.09792,0.10205
219171.890,9082084.223,-0.02847,0.09395,0.09817
219182.663,9082394.233,-0.02918,0.09507,0.09945
219472.919,9082528.693,-0.03016,0.09037,0.09527
219757.769,9082361.137,-0.02933,0.08862,0.09335
220041.509,9082512.453,-0.03070,0.08534,0.09069
220337.400,9082352.583,-0.02990,0.08236,0.08761
220581.933,9082552.743,-0.03086,0.07796,0.08384
220845.591,9082448.533,-0.02890,0.07840,0.08355
221050.938,9082692.763,-0.03001,0.07468,0.08049
221319.691,9082593.210,-0.02905,0.07279,0.07837
221552.403,9082792.117,-0.03022,0.07199,0.07807
221857.937,9082662.853,-0.02942,0.07331,0.07900
222123.245,9082815.990,-0.03474,0.06840,0.07672
222436.527,9082697.293,-0.03779,0.06564,0.07574
222678.323,9082869.490,-0.04125,0.06230,0.07472
222971.757,9082785.217,-0.04324,0.06027,0.07418
223171.079,9082989.320,-0.04440,0.04991,0.06680
223448.621,9082930.893,-0.04697,0.05627,0.07330
223608.451,9083172.363,-0.05776,0.06484,0.08683
223865.187,9083147.163,-0.05961,0.04905,0.07720
223980.547,9082851.730,-0.04193,0.06571,0.07795
224226.838,9082816.693,-0.04986,0.05004,0.07064
217042.213,9102120.303,0.05223,0.42402,0.42722
216893.532,9102118.733,0.04349,0.59941,0.60098
217109.197,9102006.647,0.03648,0.38055,0.38230
216812.593,9101999.773,-0.00103,0.67338,0.67338
216661.550,9102008.573,0.02018,0.63678,0.63710
216594.039,9102138.233,0.03728,0.66224,0.66329
216440.375,9102143.730,0.08345,0.63240,0.63788
216368.076,9102286.587,0.09587,0.65016,0.65719
216213.623,9102304.600,0.13522,0.65431,0.66814
216142.154,9102459.353,0.12531,0.65399,0.66589
216001.835,9102484.793,0.15289,0.62299,0.64148
215925.439,9102638.383,0.13691,0.64593,0.66028
215799.532,9102614.263,0.12617,0.67002,0.68180
215700.588,9102723.393,0.13114,0.68251,0.69499
215580.711,9102648.497,0.11967,0.65785,0.66864
215455.021,9102740.283,0.14977,0.65101,0.66802
215333.934,9102647.577,0.15087,0.63080,0.64859
215200.179,9102739.403,0.18953,0.62010,0.64842
215084.995,9102660.340,0.19661,0.61625,0.64686
214958.875,9102764.983,0.22739,0.62002,0.66040
214945.645,9102943.983,0.21959,0.64001,0.67663
214821.430,9103037.023,0.22620,0.68962,0.72577
214803.627,9103199.660,0.17787,0.63732,0.66168
214679.201,9103290.450,0.12584,0.42872,0.44681
214662.541,9103456.553,0.14998,0.37522,0.40408
211163.974,9057180.073,-0.04961,-0.18781,0.19425
210798.753,9057239.933,-0.08137,-0.20883,0.22412
210723.689,9057597.787,-0.03292,-0.20102,0.20370
210339.315,9057614.633,-0.08933,-0.19459,0.21412
210214.317,9057905.267,-0.11378,-0.19748,0.22791
210387.540,9058178.693,-0.11712,-0.22487,0.25354
209846.300,9057917.523,-0.09826,-0.16332,0.19060
209766.495,9058254.553,-0.10621,-0.15226,0.18564
209474.878,9058328.053,-0.07930,-0.20149,0.21654
209359.990,9058677.630,0.00843,-0.15769,0.15792
211260.561,9056813.430,-0.03055,-0.13198,0.13547
208455.990,9073640.347,-0.00429,0.04450,0.04471
208456.282,9073960.240,0.00206,0.02137,0.02147
208610.752,9074114.343,-0.01594,0.04494,0.04768
208882.057,9074022.520,-0.00724,0.05893,0.05937
209010.857,9074258.130,-0.00770,0.06162,0.06210
209285.580,9074333.233,-0.00736,0.05188,0.05240
209293.595,9074642.430,-0.00371,0.04259,0.04275
209470.813,9074825.167,-0.00343,0.04552,0.04565
209781.454,9074812.843,-0.00455,0.04902,0.04923
209856.535,9075142.613,-0.00585,0.05289,0.05321
210082.738,9075291.973,-0.00400,0.05490,0.05504
210038.170,9075651.823,0.00067,0.05784,0.05784
210259.849,9075830.070,-0.00077,0.05933,0.05934
210555.593,9075732.137,-0.00250,0.05351,0.05357
210796.214,9075983.563,-0.00378,0.05457,0.05471
210716.395,9076268.717,-0.00318,0.05554,0.05563
210938.850,9076526.337,-0.00505,0.05717,0.05739
210837.640,9076806.330,-0.00474,0.06003,0.06022
211032.822,9077071.763,-0.00699,0.06105,0.06145
211347.074,9077079.090,-0.00981,0.06132,0.06210
211534.775,9077373.480,-0.00851,0.06676,0.06730
211393.904,9077641.467,-0.00948,0.06460,0.06529
211576.470,9077939.193,-0.00931,0.06997,0.07058
211903.808,9077964.047,-0.00930,0.08183,0.08236
212106.556,9078259.007,-0.00793,0.08849,0.08885
212428.221,9078278.490,-0.00214,0.08600,0.08602
212653.401,9078554.333,-0.00073,0.09093,0.09093
212562.237,9078826.100,-0.00129,0.09272,0.09273
212794.006,9079096.670,-0.00137,0.09916,0.09917
213115.268,9079015.107,-0.00019,0.09442,0.09442
213324.770,9079227.010,0.00297,0.09554,0.09558
213220.992,9079583.797,0.00538,0.09966,0.09980
213420.219,9079801.393,0.00315,0.10850,0.10855
213731.392,9079645.850,0.00253,0.10170,0.10173
213924.053,9079854.027,0.00400,0.10172,0.10180
213798.831,9080229.503,0.00562,0.10942,0.10956
213993.601,9080453.023,0.00567,0.10987,0.11001
214309.755,9080293.260,0.00292,0.11073,0.11077
214510.396,9080488.887,0.00053,0.11277,0.11277
214826.244,9080346.480,-0.00281,0.11120,0.11124
215015.215,9080616.177,-0.00324,0.10962,0.10966
214843.010,9080938.690,-0.00285,0.11361,0.11365
214994.150,9081236.183,-0.00507,0.11281,0.11292
215344.983,9081289.900,-0.00987,0.11071,0.11115
215510.172,9081076.777,-0.00975,0.11086,0.11129
215502.090,9081647.300,-0.01267,0.11435,0.11505
215867.390,9081657.793,-0.01462,0.12014,0.12103
216036.460,9081920.783,-0.01550,0.11953,0.12053
216394.731,9081957.140,-0.01634,0.11299,0.11417
216649.414,9081760.467,-0.01831,0.11223,0.11372
216994.621,9081949.030,-0.02050,0.11461,0.11643
217264.150,9081787.347,-0.02280,0.11530,0.11753
217548.623,9081997.950,-0.02354,0.10681,0.10938
217802.169,9081851.650,-0.02601,0.10748,0.11059
218059.447,9082079.250,-0.02752,0.10576,0.10929
218316.747,9081934.437,-0.02902,0.10294,0.10695
218589.471,9082123.930,-0.02873,0.09985,0.10390
218604.070,9082453.270,-0.02900,0.10077,0.10486
218898.852,9082585.850,-0.02942,0.09737,0.10172
218921.916,9082895.903,-0.02975,0.09877,0.10315
219209.114,9083027.637,-0.03139,0.09505,0.10010
219476.307,9082852.043,-0.03211,0.09294,0.09833
219748.252,9082973.453,-0.03324,0.08727,0.09339
220028.604,9082801.420,-0.03203,0.08536,0.09117
220260.079,9083005.593,-0.03524,0.08431,0.09138
220517.517,9082916.787,-0.03510,0.08037,0.08770
220724.735,9083156.707,-0.03534,0.07612,0.08393
220994.498,9083036.893,-0.03197,0.07763,0.08396
221230.376,9083225.680,-0.03313,0.07542,0.08237
221519.527,9083080.457,-0.03217,0.07294,0.07972
221783.853,9083221.743,-0.03342,0.07230,0.07965
222082.037,9083086.540,-0.03537,0.06794,0.07659
222325.763,9083246.993,-0.04054,0.06079,0.07307
222608.767,9083148.640,-0.04230,0.06140,0.07456
222811.383,9083342.663,-0.04510,0.05545,0.07147
223080.260,9083267.617,-0.05108,0.05049,0.07182
223232.575,9083482.937,-0.06352,0.05870,0.08649
223483.223,9083446.110,-0.07190,0.04954,0.08731
217070.279,9101859.420,0.14319,0.30601,0.33785
216978.069,9101809.137,-0.06096,0.57679,0.58000
216861.341,9101870.503,-0.04923,0.62268,0.62462
216780.787,9101752.700,-0.06976,0.62448,0.62836
216653.001,9101747.930,-0.06076,0.59459,0.59769
216582.512,9101874.533,0.00410,0.61677,0.61678
216433.877,9101871.767,0.04201,0.55420,0.55579
216359.251,9102011.303,0.09817,0.58431,0.59250
216203.553,9102024.937,0.12826,0.56265,0.57709
216130.225,9102175.377,0.15113,0.60385,0.62248
215978.808,9102207.167,0.09194,0.56565,0.57307
215921.886,9102361.830,0.12916,0.61126,0.62475
215799.774,9102434.577,0.12385,0.64245,0.65428
215712.058,9102353.153,0.10875,0.61578,0.62530
215591.939,9102457.943,0.11987,0.64873,0.65971
215482.533,9102374.770,0.11510,0.57505,0.58645
215350.218,9102472.617,0.13286,0.61293,0.62717
215227.589,9102385.323,0.14502,0.55919,0.57769
215096.120,9102481.220,0.16565,0.59329,0.61598
214978.462,9102406.343,0.17354,0.57035,0.59616
214858.156,9102514.753,0.19417,0.57589,0.60774
214849.694,9102694.273,0.23281,0.60963,0.65257
214720.357,9102787.710,0.24952,0.65175,0.69788
214705.322,9102951.460,0.22948,0.60142,0.64371
214591.507,9103047.037,0.11507,0.47410,0.48787
214583.189,9103223.390,0.11218,0.41579,0.43066
210948.863,9056502.023,-0.00901,-0.11267,0.11303
210535.971,9056567.990,-0.05428,-0.11383,0.12611
210482.448,9056939.257,-0.06838,-0.14622,0.16142
210209.184,9057023.867,-0.05626,-0.11383,0.12698
210141.115,9057341.390,-0.06978,-0.15088,0.16624
209864.842,9057218.723,-0.05270,-0.12811,0.13853
209613.401,9057314.353,-0.05619,-0.12111,0.13351
209576.895,9057658.197,-0.06059,-0.14646,0.15850
209212.584,9057774.890,-0.08959,-0.12006,0.14981
209190.370,9058107.717,-0.08715,-0.11615,0.14520
211020.256,9056137.243,-0.04195,-0.08465,0.09447
208432.114,9074587.760,-0.00632,0.02597,0.02673
208604.130,9074444.273,-0.01012,0.02114,0.02344
208853.569,9074510.263,-0.00435,0.05077,0.05096
208994.004,9074734.973,-0.00594,0.05246,0.05280
208899.029,9075001.660,-0.00377,0.04728,0.04743
209104.101,9075226.743,0.00042,0.04943,0.04943
209376.295,9075142.793,-0.00485,0.04142,0.04170
209585.663,9075322.957,-0.00471,0.04337,0.04363
209535.700,9075619.470,-0.00439,0.04422,0.04444
209762.003,9075798.977,0.00007,0.04922,0.04922
209712.447,9076105.727,0.00121,0.05140,0.05141
209938.563,9076292.770,0.00124,0.05199,0.05200
210209.798,9076164.267,0.00005,0.06091,0.06091
210425.723,9076351.487,-0.00071,0.06227,0.06228
210359.040,9076680.507,0.00100,0.06339,0.06339
210548.501,9076877.730,-0.00086,0.06678,0.06679
210460.739,9077219.127,0.00023,0.06766,0.06766
210640.357,9077409.153,-0.00090,0.06926,0.06927
210923.302,9077333.190,-0.00475,0.06501,0.06519
211096.682,9077608.503,-0.00490,0.06608,0.06627
210939.009,9077861.623,-0.00220,0.07370,0.07374
211099.328,9078151.603,0.00118,0.07263,0.07264
211439.567,9078196.210,-0.00649,0.07234,0.07263
211646.649,9078489.470,-0.00528,0.07879,0.07896
211986.299,9078527.413,-0.00824,0.09162,0.09199
212216.800,9078818.663,-0.00533,0.09263,0.09278
212116.591,9079072.653,-0.00719,0.09130,0.09158
212353.510,9079367.177,-0.00923,0.10037,0.10079
212685.490,9079383.757,-0.00686,0.10449,0.10472
212902.974,9079658.980,-0.00336,0.10652,0.10657
212786.987,9079944.880,-0.00513,0.10927,0.10939
212984.533,9080222.643,-0.00652,0.11386,0.11404
213299.747,9080154.340,-0.00226,0.11354,0.11357
213485.697,9080374.273,-0.00116,0.12119,0.12120
213347.853,9080720.297,-0.00434,0.12330,0.12338
213517.298,9080939.410,-0.00420,0.12942,0.12948
213849.913,9080816.907,0.00323,0.11719,0.11724
213998.016,9081045.280,0.00151,0.11761,0.11762
214314.053,9081070.347,0.00019,0.11812,0.11812
214513.923,9080861.510,0.00025,0.11573,0.11573
214311.111,9081434.940,-0.00203,0.12274,0.12276
214497.262,9081626.380,-0.00502,0.12696,0.12705
214823.280,9081546.063,-0.00612,0.11828,0.11844
214989.312,9081825.277,-0.00956,0.11842,0.11881
215317.289,9081872.797,-0.01294,0.11591,0.11663
215344.269,9082213.740,-0.01534,0.12020,0.12117
215549.142,9082393.253,-0.01779,0.12113,0.12243
215862.631,9082264.847,-0.01728,0.12302,0.12423
216034.392,9082505.730,-0.01796,0.12295,0.12425
216319.268,9082522.000,-0.01732,0.11243,0.11375
216505.777,9082317.473,-0.01541,0.11536,0.11639
216805.210,9082478.767,-0.01848,0.11420,0.11569
217039.370,9082306.997,-0.01964,0.11490,0.11657
217321.503,9082520.130,-0.02213,0.10831,0.11055
217561.228,9082372.767,-0.02512,0.10419,0.10717
217819.166,9082597.653,-0.02726,0.10660,0.11003
218063.839,9082450.437,-0.02825,0.10743,0.11108
218335.739,9082634.963,-0.02862,0.10344,0.10732
218361.496,9082962.003,-0.02787,0.10439,0.10804
218652.891,9083090.363,-0.02906,0.10222,0.10627
218685.425,9083397.723,-0.03034,0.10375,0.10809
218972.751,9083524.830,-0.03248,0.10127,0.10635
219227.415,9083349.203,-0.03437,0.09871,0.10452
219525.593,9083456.193,-0.03682,0.09314,0.10015
219779.237,9083256.037,-0.03697,0.09056,0.09782
220099.021,9083294.193,-0.03932,0.08428,0.09300
220160.360,9083551.343,-0.04466,0.09081,0.10120
220443.220,9083657.633,-0.04641,0.08577,0.09753
220693.253,9083504.530,-0.04111,0.08325,0.09285
220950.704,9083679.330,-0.04112,0.08400,0.09352
221218.064,9083520.293,-0.03469,0.07963,0.08685
221484.379,9083652.197,-0.03755,0.08044,0.08877
221761.017,9083498.870,-0.03487,0.07454,0.08229
222006.295,9083648.837,-0.04434,0.07127,0.08394
222272.857,9083532.163,-0.04359,0.06286,0.07649
222484.361,9083714.613,-0.03561,0.05131,0.06245
222739.883,9083623.467,-0.03773,0.05460,0.06637
222924.743,9083836.813,-0.04024,0.05586,0.06885
223148.558,9083771.330,-0.04371,0.06246,0.07624
217038.250,9101580.030,-0.10087,0.57820,0.58694
216966.358,9101658.767,-0.09224,0.59738,0.60446
216849.054,9101633.523,-0.12485,0.58297,0.59619
216810.325,9101508.677,-0.18532,0.57207,0.60134
216679.082,9101488.787,-0.11443,0.52987,0.54209
216590.024,9101608.863,-0.08042,0.53312,0.53916
216446.387,9101600.453,-0.03276,0.49167,0.49276
216360.728,9101736.753,0.01761,0.50771,0.50801
216204.999,9101745.810,0.04156,0.40978,0.41188
216122.451,9101894.457,0.08734,0.50611,0.51359
215962.154,9101925.850,0.08706,0.44375,0.45221
215891.840,9102088.120,0.07530,0.51787,0.52331
215747.201,9102161.360,0.07391,0.56237,0.56720
215644.832,9102075.210,0.05616,0.50746,0.51056
215500.282,9102183.830,0.09267,0.53717,0.54511
215376.802,9102109.623,0.10056,0.49271,0.50287
215236.423,9102213.270,0.13495,0.52482,0.54189
215104.520,9102133.210,0.14133,0.53540,0.55374
214978.027,9102230.387,0.16153,0.52737,0.55155
214851.830,9102161.980,0.16884,0.53064,0.55685
214743.098,9102270.360,0.19456,0.52862,0.56328
214748.988,9102447.177,0.19742,0.57156,0.60470
214628.998,9102537.057,0.26954,0.68113,0.73253
214608.828,9102698.070,0.20755,0.55570,0.59319
214462.612,9102726.250,0.04799,0.15532,0.16256
214425.589,9102838.413,0.03408,0.08957,0.09583
214489.327,9102987.683,0.10825,0.22766,0.25208
210702.492,9055804.717,-0.00442,-0.00236,0.00501
210351.387,9055853.207,-0.03340,-0.09694,0.10254
210256.259,9056251.700,-0.03928,-0.07638,0.08589
209912.961,9056308.577,-0.03967,-0.06655,0.07748
209786.097,9056651.133,-0.04544,-0.08359,0.09514
209932.911,9056901.200,-0.05572,-0.11016,0.12345
209413.082,9056690.447,-0.04132,-0.07205,0.08306
209308.455,9057036.143,-0.04083,-0.08462,0.09396
208974.409,9057143.620,-0.04526,-0.06975,0.08315
208915.043,9057538.523,-0.02899,-0.08457,0.08941
208433.684,9074881.483,0.00097,0.00442,0.00453
208621.278,9075078.010,-0.00957,0.03311,0.03447
208535.689,9075370.767,0.00334,0.01980,0.02008
208733.709,9075570.223,-0.00364,0.03737,0.03755
209024.370,9075502.550,0.00580,0.04536,0.04573
209246.601,9075715.113,0.00370,0.05572,0.05584
209187.627,9075978.247,0.00775,0.05324,0.05380
209427.170,9076189.353,0.00747,0.05840,0.05888
209375.174,9076442.397,0.00911,0.05523,0.05598
209608.503,9076657.473,0.00816,0.06253,0.06306
209886.616,9076591.473,0.00310,0.05739,0.05747
210091.167,9076791.990,0.00173,0.05833,0.05835
210014.258,9077087.177,0.00200,0.06441,0.06444
210194.368,9077317.090,0.00006,0.06863,0.06863
210073.488,9077604.260,-0.00070,0.06758,0.06758
210186.718,9077843.177,-0.00551,0.07454,0.07474
210462.741,9077921.877,-0.00425,0.07317,0.07329
210646.912,9077750.320,-0.00094,0.06955,0.06956
210457.543,9078245.817,-0.00507,0.07355,0.07372
210656.273,9078435.483,-0.00905,0.10619,0.10658
210971.538,9078402.837,0.00486,0.09289,0.09302
211192.096,9078708.180,0.01069,0.11012,0.11064
211526.968,9078750.207,-0.00041,0.08393,0.08393
211766.409,9079042.140,-0.00432,0.08721,0.08732
211693.146,9079291.713,-0.00560,0.08693,0.08711
211938.176,9079576.577,-0.00623,0.09490,0.09511
212248.359,9079621.527,-0.01046,0.10117,0.10171
212464.351,9079924.007,-0.00796,0.10440,0.10470
212342.902,9080173.500,-0.00439,0.10780,0.10788
212532.243,9080477.027,-0.00409,0.11195,0.11202
212851.237,9080505.297,-0.01003,0.11440,0.11484
213028.607,9080783.017,-0.00973,0.11755,0.11796
212882.000,9081061.277,-0.00780,0.11831,0.11856
213049.916,9081338.677,-0.00762,0.12126,0.12150
213365.968,9081279.530,-0.00943,0.13017,0.13051
213529.809,9081503.240,-0.00750,0.12610,0.12632
213829.243,9081391.493,-0.00322,0.11733,0.11738
213998.695,9081601.047,-0.00468,0.12335,0.12343
213870.840,9081931.917,-0.00886,0.13005,0.13035
214047.627,9082134.507,-0.00786,0.12712,0.12736
214361.633,9081995.077,-0.00631,0.12610,0.12626
214537.237,9082209.453,-0.00968,0.12823,0.12860
214838.898,9082119.970,-0.01146,0.12299,0.12352
215030.738,9082358.130,-0.01392,0.12117,0.12196
214929.370,9082656.223,-0.01633,0.12873,0.12976
215143.389,9082880.597,-0.01865,0.13019,0.13152
215449.629,9082762.017,-0.01979,0.12471,0.12627
215655.212,9082961.763,-0.02039,0.12406,0.12573
215926.486,9082833.883,-0.01955,0.12404,0.12557
216140.083,9083030.077,-0.02454,0.13995,0.14209
216383.867,9082860.213,-0.02158,0.12386,0.12573
216620.723,9083019.653,-0.02140,0.12739,0.12917
216855.556,9082842.733,-0.01831,0.11583,0.11727
217111.919,9083043.437,-0.02047,0.11473,0.11654
217343.706,9082892.603,-0.01949,0.10825,0.10999
217598.673,9083112.870,-0.02475,0.11211,0.11481
217834.409,9082965.283,-0.02660,0.10817,0.11139
218104.839,9083145.107,-0.02699,0.10718,0.11052
218137.107,9083467.560,-0.02855,0.10883,0.11252
218426.299,9083591.817,-0.02974,0.10580,0.10990
218462.371,9083894.020,-0.02877,0.10704,0.11084
218746.893,9084017.123,-0.03080,0.10758,0.11191
218998.146,9083842.027,-0.03356,0.10585,0.11104
219293.272,9083942.287,-0.03814,0.10465,0.11139
219566.054,9083732.080,-0.04089,0.09977,0.10782
219881.038,9083789.073,-0.04636,0.09669,0.10723
219920.699,9084055.357,-0.04981,0.10593,0.11706
220206.790,9084162.920,-0.05405,0.10536,0.11841
220449.988,9084002.927,-0.05373,0.09775,0.11154
220710.963,9084149.810,-0.05366,0.09260,0.10703
220961.645,9083979.317,-0.04566,0.09149,0.10225
221229.128,9084105.443,-0.04539,0.09004,0.10083
221484.502,9083937.360,-0.04075,0.08679,0.09588
221732.948,9084080.027,-0.04722,0.09463,0.10576
221978.102,9083944.830,-0.04634,0.07559,0.08867
222194.137,9084121.507,-0.04655,0.06262,0.07802
222433.834,9084007.963,-0.04717,0.06047,0.07670
222607.935,9084201.120,-0.05978,0.05879,0.08384
222843.322,9084121.117,-0.05623,0.05336,0.07752
217020.067,9101447.817,-0.30140,0.50826,0.59091
216909.446,9101401.707,-0.24104,0.50278,0.55758
217128.135,9101377.793,-0.34270,0.46053,0.57405
216893.012,9101272.340,-0.18492,0.42326,0.46189
216756.240,9101240.870,-0.14957,0.45371,0.47773
216641.432,9101350.347,-0.10268,0.45303,0.46452
216496.037,9101334.040,-0.07877,0.48153,0.48793
216390.049,9101464.070,-0.04777,0.44849,0.45103
216233.565,9101470.560,-0.01968,0.43205,0.43250
216134.173,9101616.000,0.01813,0.39994,0.40035
215956.956,9101645.107,0.07803,0.36770,0.37588
215867.485,9101806.310,0.07206,0.38361,0.39032
215694.801,9101882.430,0.09051,0.46207,0.47085
215560.310,9101810.040,0.11180,0.43013,0.44442
215386.860,9101928.613,0.11014,0.47670,0.48926
215242.313,9101867.260,0.12933,0.50648,0.52273
215100.352,9101968.210,0.13129,0.51018,0.52681
214955.996,9101896.890,0.14888,0.53371,0.55408
214833.967,9101993.483,0.15204,0.51575,0.53769
214695.338,9101935.960,0.16075,0.50990,0.53463
214592.716,9102044.760,0.18974,0.49473,0.52986
214622.612,9102210.663,0.21680,0.52517,0.56816
214524.263,9102304.320,0.26822,0.57500,0.63448
214524.758,9102453.897,0.27939,0.61107,0.67191
214390.410,9102485.230,0.41222,0.63150,0.75413
214348.435,9102596.570,0.02139,0.07992,0.08273
210100.036,9055524.650,-0.03382,-0.01324,0.03632
209784.558,9055650.297,-0.02986,-0.04804,0.05657
209692.611,9056035.730,-0.03636,-0.04009,0.05413
209387.633,9056123.157,-0.02357,-0.02533,0.03460
209234.968,9056435.317,-0.03218,-0.05297,0.06198
208876.014,9056356.523,-0.05645,-0.07211,0.09157
208669.470,9056545.460,0.00033,-0.00557,0.00558
208707.880,9056923.453,-0.01921,-0.06592,0.06866
208665.814,9075841.433,0.00812,0.02105,0.02256
208897.502,9076036.893,-0.00124,0.04401,0.04402
208844.498,9076298.453,0.01010,0.02539,0.02732
209082.627,9076492.850,-0.00031,0.04902,0.04902
209046.712,9076741.050,0.02307,0.04220,0.04809
209280.615,9076934.737,-0.00393,0.06380,0.06392
209549.859,9076901.613,0.01051,0.06343,0.06430
209751.063,9077130.800,0.00754,0.06997,0.07037
209664.743,9077368.147,0.00470,0.07345,0.07360
209807.058,9077611.693,-0.00117,0.08087,0.08088
209666.326,9077837.660,-0.00309,0.08008,0.08014
209758.307,9078113.033,-0.01198,0.08552,0.08636
210012.269,9078125.983,-0.01418,0.07260,0.07398
210157.823,9078351.467,-0.01035,0.07949,0.08016
210060.332,9078629.003,-0.00576,0.07421,0.07444
210270.438,9078832.280,-0.00970,0.09474,0.09523
210566.660,9078744.410,-0.01638,0.11455,0.11571
210763.945,9078945.927,-0.00412,0.08608,0.08618
211074.117,9078942.343,0.00931,0.09365,0.09412
211183.604,9079263.797,-0.01898,0.09684,0.09868
211417.433,9079392.477,-0.00829,0.08129,0.08172
211513.610,9079727.690,0.00036,0.08512,0.08513
211830.676,9079811.063,-0.00243,0.09719,0.09722
212019.410,9080105.507,-0.00051,0.10077,0.10077
211894.482,9080333.103,0.00051,0.11234,0.11234
212079.569,9080646.197,0.00283,0.11603,0.11607
212393.837,9080722.127,-0.00174,0.11785,0.11786
212566.225,9081028.657,-0.00553,0.12220,0.12233
212418.460,9081269.600,-0.00484,0.12088,0.12098
212584.210,9081575.777,-0.00509,0.12117,0.12128
212899.891,9081612.233,-0.00695,0.11936,0.11956
213068.539,9081887.970,-0.00605,0.12108,0.12123
213382.405,9081838.123,-0.00581,0.12677,0.12690
213553.984,9082057.247,-0.00768,0.12773,0.12797
213423.259,9082378.513,-0.00793,0.12757,0.12782
213611.670,9082593.953,-0.00702,0.12451,0.12471
213919.182,9082475.277,-0.00752,0.13079,0.13101
214110.852,9082677.790,-0.01031,0.13038,0.13079
214414.901,9082551.397,-0.01337,0.12559,0.12630
214615.194,9082760.007,-0.01740,0.13336,0.13449
214526.766,9083082.117,-0.01805,0.13169,0.13292
214750.619,9083284.153,-0.01852,0.12664,0.12799
215053.066,9083186.417,-0.01852,0.13169,0.13298
215285.348,9083405.593,-0.02249,0.13054,0.13247
215581.254,9083299.520,-0.02334,0.12672,0.12886
215813.992,9083487.007,-0.02698,0.13255,0.13527
216101.547,9083345.443,-0.02744,0.13691,0.13963
216355.857,9083529.937,-0.02519,0.12308,0.12563
216631.248,9083374.010,-0.02248,0.13210,0.13400
216888.878,9083563.127,-0.02317,0.11721,0.11948
217134.716,9083409.473,-0.02241,0.11406,0.11624
217387.319,9083620.570,-0.02474,0.11437,0.11702
217619.489,9083474.800,-0.02598,0.11242,0.11539
217887.493,9083649.667,-0.02711,0.10979,0.11308
217922.196,9083965.613,-0.02615,0.11259,0.11559
218207.882,9084085.710,-0.02749,0.11171,0.11504
218243.974,9084381.370,-0.02692,0.11234,0.11552
218524.119,9084500.377,-0.02842,0.11306,0.11657
218772.548,9084327.820,-0.03113,0.11163,0.11589
219065.725,9084423.457,-0.03404,0.11354,0.11854
219335.195,9084213.020,-0.03848,0.10932,0.11590
219647.639,9084269.097,-0.04410,0.11276,0.12107
219688.125,9084532.477,-0.04595,0.11881,0.12738
219973.548,9084637.130,-0.05775,0.12709,0.13960
220219.152,9084481.313,-0.06395,0.11687,0.13322
220485.709,9084622.090,-0.07265,0.12272,0.14261
220734.322,9084450.580,-0.06609,0.11257,0.13053
221005.692,9084570.217,-0.05967,0.11186,0.12678
221249.815,9084395.573,-0.04479,0.10055,0.11008
221504.509,9084533.947,-0.04017,0.11701,0.12371
221732.268,9084386.483,-0.03846,0.09779,0.10508
221961.314,9084558.433,-0.04020,0.10165,0.10932
222178.028,9084428.653,-0.04727,0.07694,0.09030
222389.982,9084629.827,-0.04526,0.09142,0.10201
222580.193,9084515.837,-0.02792,0.08162,0.08626
217145.486,9101240.640,-0.24399,0.42351,0.48876
217020.984,9101181.297,-0.21151,0.41883,0.46921
217273.026,9101182.210,-0.28412,0.35869,0.45758
217023.896,9101055.187,-0.16785,0.36638,0.40300
216880.308,9101010.000,-0.15088,0.37826,0.40724
216740.624,9101104.640,-0.12636,0.40130,0.42072
216592.074,9101077.943,-0.09563,0.43361,0.44403
216462.295,9101197.867,-0.06918,0.44111,0.44650
216304.293,9101196.430,-0.05321,0.46058,0.46364
216181.550,9101339.093,-0.01094,0.41146,0.41160
216020.084,9101350.997,0.02697,0.37556,0.37653
215894.881,9101511.570,0.07993,0.38481,0.39302
215745.495,9101519.530,0.10878,0.38017,0.39543
215591.949,9101649.997,0.12445,0.42076,0.43878
215482.086,9101581.573,0.13273,0.39934,0.42082
215336.852,9101593.203,0.13826,0.40592,0.42882
215223.114,9101701.613,0.13972,0.46982,0.49015
215060.381,9101645.103,0.13305,0.43532,0.45520
214935.225,9101739.430,0.13826,0.49922,0.51801
214778.419,9101677.367,0.11790,0.43816,0.45374
214660.561,9101777.303,0.13538,0.47320,0.49218
214511.652,9101731.807,0.11527,0.39939,0.41569
214411.932,9101846.660,0.15581,0.42269,0.45049
214458.218,9102000.957,0.20539,0.45708,0.50111
214361.945,9102110.407,0.22987,0.42446,0.48271
214398.093,9102247.867,0.31724,0.48145,0.57658
214311.487,9102354.627,0.37097,0.44013,0.57561
214190.447,9102333.097,0.44090,0.41139,0.60302
